"id","player_api_id","player_name","player_fifa_api_id","birthday","height","weight"
86,495841,"Adalberto Penaranda",231638,"1997-05-31 00:00:00",182.88,172
87,519835,"Adam Armstrong",221841,"1997-02-10 00:00:00",172.72,152
89,27534,"Adam Bodzek",177129,"1985-09-07 00:00:00",182.88,174
90,157303,"Adam Bogdan",184585,"1987-09-27 00:00:00",193.04,198
98,23133,"Adam Drury",101882,"1978-08-29 00:00:00",180.34,161
102,38617,"Adam Federici",164853,"1985-01-31 00:00:00",187.96,198
105,40568,"Adam Hammill",169568,"1988-01-25 00:00:00",177.8,163
106,281079,"Adam Henley",205485,"1994-06-14 00:00:00",177.8,170
107,89240,"Adam Hlousek",181205,"1988-12-20 00:00:00",187.96,168
108,24159,"Adam Johnson",165740,"1987-07-14 00:00:00",175.26,139
111,37234,"Adam Lallana",180819,"1988-05-10 00:00:00",172.72,161
112,24952,"Adam Le Fondre",163828,"1986-12-02 00:00:00",175.26,161
116,500502,"Adam Masina",225410,"1994-01-02 00:00:00",187.96,172
118,185336,"Adam Matuschyk",192471,"1989-02-14 00:00:00",180.34,165
121,12245,"Adam Nemec",184433,"1985-09-02 00:00:00",190.5,198
124,73078,"Adam Pinter",201176,"1988-06-12 00:00:00",190.5,185
128,160447,"Adam Smith",190885,"1991-04-29 00:00:00",180.34,179
129,36774,"Adam Szalai",184789,"1987-12-09 00:00:00",193.04,201
131,71359,"Adam Vass",170046,"1988-09-09 00:00:00",180.34,165
140,47394,"Adel Taarabt",179605,"1989-05-24 00:00:00",180.34,172
141,155738,"Adem Ljajic",190544,"1991-09-29 00:00:00",182.88,163
142,361710,"Aderlan Santos",213374,"1989-04-09 00:00:00",193.04,183
145,37249,"Adil Chihi",177615,"1988-02-21 00:00:00",182.88,172
147,77741,"Adil Rami",183280,"1985-12-27 00:00:00",190.5,194
151,131409,"Adlene Guedioura",183385,"1985-11-12 00:00:00",177.8,179
153,132844,"Admir Mehmedi",188770,"1991-03-16 00:00:00",182.88,176
156,449241,"Adnan Januzaj",208330,"1995-02-05 00:00:00",182.88,165
158,261599,"Adnane Tighadouini",203377,"1992-11-30 00:00:00",177.8,159
162,102572,"Adrian Colunga",171732,"1984-11-17 00:00:00",172.72,154
164,113604,"Adrian Daniel Calello",206628,"1987-05-14 00:00:00",177.8,181
165,482331,"Adrian Embarba",219953,"1992-05-07 00:00:00",172.72,146
166,40501,"Adrian Gonzalez",178616,"1988-05-25 00:00:00",182.88,168
167,178574,"Adrian Gunino",193600,"1989-02-03 00:00:00",167.64,141
169,45744,"Adrian Lopez",173818,"1988-01-08 00:00:00",182.88,161
170,23358,"Adrian Mariappa",172953,"1986-10-03 00:00:00",177.8,179
171,571685,"Adrian Marin",224921,"1997-01-09 00:00:00",180.34,161
173,39311,"Adrian Mutu",184410,"1979-08-01 00:00:00",182.88,168
174,112976,"Adrian Nikci",187850,"1989-11-10 00:00:00",182.88,168
177,50345,"Adrian Ramos",176619,"1986-01-22 00:00:00",185.42,165
178,323385,"Adrian Ricardo Centurion",211267,"1993-01-19 00:00:00",175.26,143
179,42431,"Adrian Ricchiuti",169383,"1978-06-30 00:00:00",167.64,159
180,183482,"Adrian Sardinero Corpa",195012,"1990-10-13 00:00:00",180.34,172
181,168047,"Adrian Stoian",192072,"1991-02-11 00:00:00",177.8,146
183,169756,"Adrian",194911,"1987-01-31 00:00:00",187.96,170
186,39190,"Adriano Ferreira Pinto",163653,"1979-12-10 00:00:00",177.8,179
189,38122,"Adriano Russo",137419,"1987-06-06 00:00:00",185.42,159
190,121923,"Adriano",183243,"1982-01-21 00:00:00",175.26,168
191,30690,"Adriano",106019,"1982-02-17 00:00:00",187.96,194
192,33992,"Adriano",164082,"1984-10-26 00:00:00",172.72,161
194,171737,"Adrien Goni",191221,"1988-08-25 00:00:00",172.72,146
202,263276,"Adryan",205008,"1994-08-10 00:00:00",175.26,157
203,35608,"Afonso Alves,24",53056,"1981-01-30 00:00:00",185.42,163
205,213366,"Afriyie Acquah",201223,"1992-01-05 00:00:00",177.8,154
206,441441,"Ager Aketxe",213937,"1993-12-30 00:00:00",175.26,152
207,118883,"Agim Ibraimi",206396,"1988-08-29 00:00:00",177.8,157
208,119305,"Agon Mehmeti",187338,"1989-11-20 00:00:00",182.88,174
211,41399,"Ahmed Apimah Barusso",177529,"1984-12-26 00:00:00",182.88,165
213,111930,"Ahmed El Mohamady",191005,"1987-09-09 00:00:00",182.88,172
216,297556,"Ahmed Hegazy",210648,"1991-01-25 00:00:00",195.58,183
227,32448,"Aiden McGeady",155885,"1986-04-04 00:00:00",177.8,157
228,34319,"Aimo Stefano Diana",1323,"1978-01-02 00:00:00",175.26,163
234,185301,"Aitor Nunez",193364,"1987-10-02 00:00:00",177.8,154
235,33993,"Aitor Ocio",9639,"1976-11-28 00:00:00",187.96,170
236,24160,"Aiyegbeni Yakubu",109693,"1982-11-22 00:00:00",182.88,183
237,243127,"Akaki Gogia",202271,"1992-01-18 00:00:00",177.8,161
238,20771,"Akihiro Ienaga",201971,"1986-06-13 00:00:00",172.72,154
240,23163,"Akos Buzsaky",172176,"1982-05-07 00:00:00",180.34,163
245,34268,"Alain Nef",49939,"1982-02-06 00:00:00",190.5,194
255,32870,"Alan Hutton",139533,"1984-11-30 00:00:00",185.42,161
262,30248,"Alan Smith",13739,"1980-10-28 00:00:00",180.34,179
263,23881,"Alan Tate",158087,"1982-09-02 00:00:00",185.42,187
268,289250,"Alassane Tambe",192731,"1992-01-26 00:00:00",182.88,161
272,94883,"Alban Meha",203822,"1986-04-26 00:00:00",175.26,168
274,37503,"Albano Benjamin Bizzarri",14907,"1977-11-09 00:00:00",193.04,196
276,35831,"Albert Bunjaku",144050,"1983-11-29 00:00:00",177.8,165
277,45605,"Albert Crusat",110375,"1982-05-13 00:00:00",165.1,143
280,37920,"Albert Riera",110652,"1982-04-15 00:00:00",187.96,183
282,36066,"Albert Streit",113441,"1980-03-28 00:00:00",180.34,174
283,27694,"Alberto Aquilani",103935,"1984-07-07 00:00:00",185.42,174
284,107929,"Alberto Botia",191688,"1989-01-27 00:00:00",187.96,176
285,299879,"Alberto Brignoli",210358,"1991-08-19 00:00:00",187.96,163
286,41168,"Alberto Bueno",178087,"1988-03-20 00:00:00",177.8,141
288,47565,"Alberto De la Bella",172013,"1985-12-02 00:00:00",182.88,181
289,39425,"Alberto Fontana",2431,"1967-01-23 00:00:00",185.42,161
290,30143,"Alberto Frison,18",173023,"1988-07-21 00:00:00",190.5,187
291,102394,"Alberto Garcia",186681,"1985-02-09 00:00:00",182.88,170
292,30881,"Alberto Gilardino",5879,"1982-07-05 00:00:00",182.88,174
293,42460,"Alberto Giuliatto",178492,"1983-09-17 00:00:00",180.34,170
294,575364,"Alberto Grassi",220475,"1995-03-07 00:00:00",182.88,165
295,543020,"Alberto Guitian",198474,"1990-07-29 00:00:00",182.88,163
296,37451,"Alberto Lopo",110341,"1980-05-05 00:00:00",185.42,179
297,32763,"Alberto Luque,21",8741,"1978-03-11 00:00:00",182.88,176
298,39743,"Alberto Maria Fontana",123617,"1974-12-02 00:00:00",187.96,183
299,314605,"Alberto Moreno",205566,"1992-07-05 00:00:00",170.18,143
300,109121,"Alberto Paloschi",186961,"1990-01-04 00:00:00",182.88,176
301,39302,"Alberto Pelagotti",178452,"1989-03-09 00:00:00",187.96,181
302,231977,"Alberto Perea",190982,"1990-12-19 00:00:00",175.26,146
303,74028,"Alberto Pomini",188017,"1981-03-17 00:00:00",187.96,183
305,2790,"Alberto Rey",110809,"1974-02-15 00:00:00",175.26,163
306,30273,"Alberto Rivera",135734,"1978-02-16 00:00:00",167.64,146
308,38576,"Alberto Zapater",162047,"1985-06-13 00:00:00",180.34,181
311,71768,"Albin Ekdal",181318,"1989-07-28 00:00:00",185.42,181
317,33759,"Aldo Pedro Duscher",6775,"1979-03-22 00:00:00",175.26,159
318,39345,"Aleandro Rosi",178117,"1987-05-17 00:00:00",182.88,176
321,189192,"Aleix Vidal",202493,"1989-08-21 00:00:00",177.8,152
322,38131,"Alejandro Alfaro",171315,"1986-11-23 00:00:00",175.26,161
324,191906,"Alejandro Arribas",197890,"1989-05-01 00:00:00",182.88,163
326,151079,"Alejandro Bergantinos",188931,"1985-06-07 00:00:00",177.8,161
327,45220,"Alejandro Daro Gomez",143076,"1988-02-15 00:00:00",165.1,150
328,10348,"Alejandro Dominguez",138810,"1981-06-10 00:00:00",175.26,161
329,97657,"Alejandro Faurlin",153164,"1986-08-09 00:00:00",185.42,174
330,303484,"Alejandro Galvez",199487,"1989-06-06 00:00:00",190.5,174
331,168569,"Alejandro Gonzalez",216666,"1988-03-23 00:00:00",182.88,174
333,187150,"Alejandro Martinuccio",202612,"1987-12-16 00:00:00",177.8,161
334,282470,"Alejandro Pozuelo",203895,"1991-09-20 00:00:00",170.18,139
338,167094,"Aleksandar Ignjovski",193211,"1991-01-27 00:00:00",175.26,154
339,16351,"Aleksandar Kolarov",185103,"1985-11-10 00:00:00",187.96,183
341,37515,"Aleksandar Lukovic",175683,"1982-10-23 00:00:00",185.42,183
344,351860,"Aleksandar Mitrovic",215716,"1994-09-16 00:00:00",187.96,181
345,280638,"Aleksandar Pantic",216472,"1992-04-11 00:00:00",185.42,168
349,278866,"Aleksandar Stevanovic",204318,"1992-02-16 00:00:00",175.26,143
351,156534,"Aleksandar Tonev",204166,"1990-02-03 00:00:00",177.8,152
352,208852,"Aleksandar Trajkovski",204350,"1992-09-05 00:00:00",177.8,161
353,27476,"Aleksandar Vasoski",164492,"1979-11-21 00:00:00",180.34,168
358,26169,"Aleksandr Hleb",45472,"1981-05-01 00:00:00",185.42,161
361,395154,"Alen Halilovic",216349,"1996-06-18 00:00:00",170.18,143
363,191081,"Alen Stevanovic",197925,"1991-01-07 00:00:00",180.34,183
365,39763,"Alessandro Agostini",27971,"1979-07-23 00:00:00",175.26,146
366,39470,"Alessandro Bernardini",198117,"1987-01-21 00:00:00",187.96,161
367,39762,"Alessandro Budel",137159,"1981-02-25 00:00:00",182.88,181
368,74452,"Alessandro Carrozza",184310,"1982-02-01 00:00:00",177.8,168
373,30727,"Alessandro Del Piero",1075,"1974-11-09 00:00:00",175.26,163
374,41475,"Alessandro Diamanti",163925,"1983-05-02 00:00:00",180.34,165
375,264842,"Alessandro Florenzi",203551,"1991-03-11 00:00:00",172.72,148
376,42443,"Alessandro Frara",101904,"1982-11-07 00:00:00",177.8,159
377,24504,"Alessandro Gamberini",5213,"1981-08-27 00:00:00",185.42,176
378,41816,"Alessandro Gazzi",137378,"1983-01-28 00:00:00",182.88,179
379,27606,"Alessandro Grandoni",105427,"1977-07-22 00:00:00",180.34,168
380,182843,"Alessandro Iacobucci",201352,"1991-06-03 00:00:00",187.96,181
382,73047,"Alessandro Lambrughi",194716,"1987-05-19 00:00:00",180.34,170
383,215725,"Alessandro Longhi",205720,"1989-06-25 00:00:00",185.42,168
384,27679,"Alessandro Lucarelli",142359,"1977-07-22 00:00:00",182.88,172
386,41411,"Alessandro Matri",177528,"1984-08-19 00:00:00",182.88,176
387,30723,"Alessandro Nesta",1088,"1976-03-19 00:00:00",187.96,174
388,41729,"Alessandro Parisi",137873,"1977-04-15 00:00:00",182.88,165
389,620524,"Alessandro Piu",230145,"1996-07-30 00:00:00",180.34,161
390,39314,"Alessandro Potenza",149269,"1984-03-08 00:00:00",185.42,174
392,31304,"Alessandro Rosina",137460,"1984-01-31 00:00:00",167.64,148
393,461357,"Alessandro Schoepf",220925,"1994-02-07 00:00:00",177.8,165
394,42652,"Alessandro Sgrigna",177589,"1980-04-24 00:00:00",177.8,176
395,41269,"Alessio Cerci",178393,"1987-07-23 00:00:00",180.34,172
396,282706,"Alessio Cragno",205659,"1994-06-28 00:00:00",182.88,172
398,39197,"Alessio Manzoni",173129,"1987-04-10 00:00:00",177.8,143
399,362195,"Alessio Romagnoli",210413,"1995-01-12 00:00:00",187.96,172
400,41762,"Alessio Scarpi",6,"1973-04-19 00:00:00",187.96,183
401,42482,"Alessio Sestu",163989,"1983-09-29 00:00:00",177.8,161
402,24469,"Alex Baptiste",140422,"1986-01-31 00:00:00",180.34,163
403,35480,"Alex Bruce",169458,"1984-09-28 00:00:00",180.34,179
406,39204,"Alex Calderoni",52951,"1976-05-31 00:00:00",182.88,183
408,213500,"Alex Fernandez",199247,"1992-10-15 00:00:00",180.34,150
409,447488,"Alex Ferrari",219852,"1994-07-01 00:00:00",182.88,154
413,604785,"Alex Iwobi",213655,"1996-05-03 00:00:00",180.34,165
414,282274,"Alex Kacaniklic",198394,"1991-08-13 00:00:00",180.34,159
417,205034,"Alex Lopez",172716,"1988-01-11 00:00:00",172.72,141
419,39566,"Alex Manninger",6895,"1977-06-04 00:00:00",187.96,187
420,264293,"Alex Martinez",202646,"1990-08-12 00:00:00",175.26,141
421,119079,"Alex McCarthy",189324,"1989-12-03 00:00:00",193.04,174
422,282689,"Alex Menendez",204135,"1991-07-17 00:00:00",180.34,148
424,196386,"Alex Oxlade-Chamberlain",198784,"1993-08-15 00:00:00",175.26,154
425,49709,"Alex Pearce",178584,"1988-11-09 00:00:00",187.96,187
426,213493,"Alex Perez",201149,"1991-08-11 00:00:00",187.96,176
427,41136,"Alex Pinardi",1637,"1980-09-05 00:00:00",180.34,163
428,408994,"Alex Portillo",214644,"1992-11-06 00:00:00",180.34,159
429,157865,"Alex Sandro",191043,"1991-01-26 00:00:00",180.34,172
431,34650,"Alex Silva",157945,"1985-03-10 00:00:00",193.04,179
433,23678,"Alex Song",157503,"1987-09-09 00:00:00",185.42,163
434,428672,"Alex Telles",212462,"1992-12-15 00:00:00",180.34,157
441,26564,"Alex",136130,"1982-06-17 00:00:00",187.96,203
443,27306,"Alexander Baumjohann",162223,"1987-01-23 00:00:00",177.8,165
444,118434,"Alexander Buettner",186982,"1989-02-11 00:00:00",175.26,165
445,27535,"Alexander Bugera",137659,"1978-08-08 00:00:00",180.34,165
450,147735,"Alexander Esswein",189272,"1990-03-25 00:00:00",182.88,187
451,31672,"Alexander Farnerud",45874,"1984-05-01 00:00:00",182.88,161
453,34102,"Alexander Frei",20882,"1979-07-15 00:00:00",180.34,163
456,459000,"Alexander Hack",231111,"1993-09-08 00:00:00",193.04,183
457,38206,"Alexander Iashvili",105558,"1977-10-23 00:00:00",175.26,157
458,27297,"Alexander Laas",134860,"1984-05-05 00:00:00",172.72,154
459,34420,"Alexander Madlung",53967,"1982-07-11 00:00:00",193.04,203
461,27478,"Alexander Meier",121170,"1983-01-17 00:00:00",195.58,212
462,192504,"Alexander Merkel",200700,"1992-02-22 00:00:00",177.8,148
463,169569,"Alexander Milosevic",202605,"1992-01-30 00:00:00",190.5,181
464,181333,"Alexander Ring",205895,"1991-04-09 00:00:00",172.72,159
466,248437,"Alexander Schwolow",202789,"1992-06-02 00:00:00",187.96,183
468,71524,"Alexander Stephan",177455,"1986-09-15 00:00:00",187.96,185
469,40100,"Alexander Tettey",152567,"1986-04-04 00:00:00",180.34,150
475,265727,"Alexandre Coeff",188601,"1992-02-20 00:00:00",185.42,159
479,33840,"Alexandre Geijo",135743,"1982-09-05 00:00:00",187.96,179
486,46554,"Alexandre Pato",180175,"1989-09-02 00:00:00",180.34,179
490,42321,"Alexandros Tziolis",142329,"1985-02-13 00:00:00",187.96,185
491,42306,"Alexandros Tzorvas",150267,"1982-08-12 00:00:00",187.96,176
492,298923,"Alexandru Maxim",211061,"1990-07-08 00:00:00",177.8,161
499,281019,"Alexis Rolin",211328,"1989-02-07 00:00:00",185.42,168
500,50047,"Alexis Sanchez",184941,"1988-12-19 00:00:00",170.18,137
502,37479,"Alexis",135742,"1985-08-04 00:00:00",182.88,165
505,27667,"Alfonso De Lucia",149599,"1983-11-12 00:00:00",185.42,185
506,629594,"Alfonso Pedraza",228302,"1996-04-09 00:00:00",182.88,165
508,317156,"Alfred Duncan",208535,"1993-03-10 00:00:00",177.8,172
509,129918,"Alfred Finnbogason",195586,"1989-02-01 00:00:00",185.42,172
510,111801,"Alfred N'Diaye",188879,"1990-03-06 00:00:00",190.5,176
511,239946,"Alfredo Morales",202107,"1990-05-12 00:00:00",182.88,170
512,213649,"Alfredo Ortuno",190747,"1991-01-21 00:00:00",182.88,185
515,256727,"Alhassane Bangoura",203528,"1992-03-30 00:00:00",175.26,159
517,41718,"Alhassane Keita",49940,"1983-06-26 00:00:00",170.18,150
518,476771,"Ali Adnan",223198,"1993-12-19 00:00:00",185.42,157
520,25156,"Ali Al-Habsi",148684,"1981-12-30 00:00:00",193.04,174
532,169752,"Aljaz Struna",210879,"1990-08-04 00:00:00",190.5,185
534,32496,"Allan McGregor",49000,"1982-01-31 00:00:00",182.88,185
535,213809,"Allan Nyom",192667,"1988-05-10 00:00:00",187.96,179
537,466482,"Allan Saint-Maximin",216388,"1997-03-12 00:00:00",172.72,148
538,188652,"Allan",199914,"1991-01-08 00:00:00",175.26,163
543,25816,"Almen Abdi",138698,"1986-10-21 00:00:00",182.88,165
544,174093,"Almog Cohen",199661,"1988-09-01 00:00:00",170.18,157
546,39978,"Alou Diarra",53030,"1981-07-15 00:00:00",190.5,174
549,210164,"Alphonse Areola",193105,"1993-02-27 00:00:00",190.5,201
551,27351,"Altin Lala",12492,"1975-11-18 00:00:00",172.72,150
553,299653,"Alvaro Ampuero",213311,"1992-09-25 00:00:00",182.88,170
554,46211,"Alvaro Anton",142451,"1983-12-28 00:00:00",177.8,154
555,37442,"Alvaro Arbeloa",146741,"1983-01-17 00:00:00",182.88,174
556,201916,"Alvaro Arroyo",198630,"1988-07-22 00:00:00",180.34,168
557,183350,"Alvaro Cejudo",146377,"1984-01-29 00:00:00",180.34,172
558,114044,"Alvaro Dominguez",190150,"1989-05-15 00:00:00",187.96,183
561,474658,"Alvaro Garcia",216447,"1992-10-27 00:00:00",167.64,130
562,183327,"Alvaro Gimenez",189661,"1991-05-19 00:00:00",182.88,165
563,257855,"Alvaro Gonzalez Soberon",202935,"1990-01-08 00:00:00",180.34,150
564,57067,"Alvaro Gonzalez",182860,"1984-10-29 00:00:00",175.26,159
565,523390,"Alvaro Medran",212476,"1994-03-15 00:00:00",175.26,150
567,213501,"Alvaro Morata",201153,"1992-10-23 00:00:00",187.96,187
568,75310,"Alvaro Negredo",146439,"1985-08-20 00:00:00",185.42,190
569,100033,"Alvaro Pereira",172098,"1985-11-28 00:00:00",180.34,172
570,33586,"Alvaro Rubio",146932,"1979-04-18 00:00:00",180.34,150
573,282467,"Alvaro Vadillo",204830,"1994-09-12 00:00:00",180.34,154
574,213489,"Alvaro Vazquez",201403,"1991-04-27 00:00:00",182.88,165
576,93484,"Aly Cissokho",181455,"1987-09-15 00:00:00",180.34,165
580,668307,"Amadou Diawara",230613,"1997-07-17 00:00:00",182.88,165
584,38827,"Amauri",149568,"1980-06-03 00:00:00",185.42,183
586,35636,"Amdy Faye",28298,"1977-03-12 00:00:00",182.88,172
588,244840,"Amidu Salifu",203187,"1992-09-20 00:00:00",182.88,172
591,309505,"Amin Younes",205966,"1993-08-06 00:00:00",167.64,148
592,156105,"Amine Linganzi",189727,"1989-11-16 00:00:00",185.42,179
596,108524,"Ammar Jemal",195839,"1987-04-20 00:00:00",185.42,192
599,127857,"Amr Zaki",169770,"1983-04-01 00:00:00",185.42,172
600,213814,"Anaitz Arbilla",199986,"1987-05-15 00:00:00",177.8,165
605,30868,"Anatoli Tymoschuk",121622,"1979-03-30 00:00:00",180.34,154
608,449492,"Ander Capa",216189,"1992-05-14 00:00:00",172.72,154
609,164676,"Ander Herrera",191740,"1989-08-14 00:00:00",182.88,161
610,150323,"Ander Iturraspe",189574,"1989-03-08 00:00:00",187.96,165
611,33021,"Ander Murillo",49364,"1983-07-26 00:00:00",182.88,185
612,127209,"Anders Christiansen",199792,"1990-06-08 00:00:00",175.26,165
614,26818,"Anders Lindegaard",135043,"1984-04-13 00:00:00",193.04,174
616,268039,"Anderson Conceicao",209025,"1989-10-24 00:00:00",187.96,179
622,145561,"Anderson",189488,"1988-01-10 00:00:00",187.96,190
623,40961,"Anderson",167963,"1988-04-13 00:00:00",175.26,152
624,71055,"Andi Lila",192442,"1986-02-12 00:00:00",182.88,174
628,33025,"Andoni Iraola",106213,"1982-06-22 00:00:00",182.88,163
636,95955,"Andre Ayew",176571,"1989-12-17 00:00:00",175.26,159
638,38504,"Andre Bikey",139245,"1985-01-08 00:00:00",182.88,176
643,40956,"Andre Castro",184133,"1988-04-02 00:00:00",180.34,165
647,35244,"Andre Dias",164300,"1979-05-15 00:00:00",182.88,176
650,361770,"Andre Gomes",211575,"1993-07-30 00:00:00",187.96,185
651,243829,"Andre Hahn",211862,"1990-08-13 00:00:00",185.42,176
653,212915,"Andre Hoffmann",199779,"1993-02-28 00:00:00",187.96,185
656,27504,"Andre Lenz",12624,"1973-11-19 00:00:00",190.5,205
662,38170,"Andre Mijatovic",169405,"1979-12-03 00:00:00",190.5,176
664,37764,"Andre Ooijer",162386,"1974-07-11 00:00:00",185.42,183
666,251244,"Andre Ramalho Silva",210007,"1992-02-16 00:00:00",182.88,179
667,164238,"Andre Santos",193495,"1989-03-02 00:00:00",177.8,165
668,78541,"Andre Santos",164299,"1983-03-08 00:00:00",180.34,163
669,178812,"Andre Schuerrle",193130,"1990-11-06 00:00:00",182.88,163
674,265918,"Andre Wisdom",201908,"1993-05-09 00:00:00",185.42,172
677,39744,"Andrea Ardito",51782,"1977-01-08 00:00:00",172.72,134
678,30902,"Andrea Barzagli",137186,"1981-05-08 00:00:00",187.96,192
679,309726,"Andrea Belotti",208596,"1993-12-20 00:00:00",180.34,159
680,154239,"Andrea Bertolacci",192073,"1991-01-11 00:00:00",177.8,165
681,39510,"Andrea Campagnolo",107494,"1978-06-17 00:00:00",182.88,159
682,27664,"Andrea Caracciolo",49026,"1981-09-18 00:00:00",193.04,176
683,150393,"Andrea Catellani",188612,"1988-05-26 00:00:00",180.34,170
684,39643,"Andrea Coda",163402,"1985-04-25 00:00:00",190.5,190
685,39170,"Andrea Consigli",163489,"1987-01-27 00:00:00",187.96,181
686,506364,"Andrea Conti",223329,"1994-03-02 00:00:00",182.88,168
688,41326,"Andrea Cossu",103496,"1980-05-03 00:00:00",170.18,139
689,41865,"Andrea Costa",178042,"1986-02-01 00:00:00",182.88,161
690,414792,"Andrea Dossena",49633,"1981-09-11 00:00:00",180.34,170
691,41942,"Andrea Esposito",164375,"1986-05-17 00:00:00",190.5,185
693,39495,"Andrea Gasbarroni",138902,"1981-08-06 00:00:00",175.26,150
695,41404,"Andrea Lazzari",163491,"1984-12-03 00:00:00",182.88,165
696,74542,"Andrea Lisuzzo",198826,"1981-01-26 00:00:00",182.88,168
697,41369,"Andrea Luci",178448,"1985-03-30 00:00:00",172.72,150
698,24443,"Andrea Mantovani",123611,"1984-06-22 00:00:00",185.42,170
699,41879,"Andrea Masiello",169115,"1986-02-05 00:00:00",182.88,181
700,159606,"Andrea Mazzarani",189192,"1989-11-06 00:00:00",180.34,163
703,37645,"Andrea Orlandi",155930,"1984-08-03 00:00:00",180.34,172
704,39538,"Andrea Parola",138874,"1979-04-22 00:00:00",177.8,163
705,30731,"Andrea Pirlo",7763,"1979-05-19 00:00:00",177.8,150
706,27676,"Andrea Pisanu",137403,"1982-01-07 00:00:00",180.34,159
707,57124,"Andrea Poli",185174,"1989-09-29 00:00:00",182.88,170
708,24493,"Andrea Raggi",163407,"1984-06-24 00:00:00",187.96,181
709,25526,"Andrea Ranocchia",182168,"1988-02-16 00:00:00",195.58,179
710,130113,"Andrea Rispoli",189557,"1988-01-29 00:00:00",187.96,181
711,41878,"Andrea Rossi",173211,"1986-11-07 00:00:00",177.8,157
713,150464,"Andrea Seculin",197689,"1990-07-14 00:00:00",190.5,176
714,364164,"Andrea Tabanelli",211305,"1990-02-02 00:00:00",193.04,172
715,24457,"Andrea Zanchetta",113221,"1975-02-02 00:00:00",180.34,163
716,39841,"Andreas Beck",176687,"1987-03-13 00:00:00",180.34,168
718,449232,"Andreas Christensen",213661,"1996-04-10 00:00:00",187.96,163
719,25364,"Andreas Goerlitz",101868,"1982-01-31 00:00:00",180.34,163
720,30424,"Andreas Granqvist",156713,"1985-04-16 00:00:00",193.04,185
721,33792,"Andreas Hinkel",45471,"1982-03-26 00:00:00",182.88,163
723,38213,"Andreas Ibertsberger",53066,"1982-07-27 00:00:00",177.8,170
725,42873,"Andreas Ivanschitz",42521,"1983-10-15 00:00:00",182.88,181
726,40495,"Andreas Johansson",23823,"1982-03-10 00:00:00",182.88,159
727,27022,"Andreas Lambertz",191251,"1984-10-15 00:00:00",172.72,152
731,178771,"Andreas Luthe",192665,"1987-03-10 00:00:00",195.58,187
732,25365,"Andreas Ottl",157618,"1985-03-01 00:00:00",185.42,172
734,184360,"Andreas Weimann",194017,"1991-08-05 00:00:00",177.8,168
736,27438,"Andreas Wolf",111195,"1982-06-12 00:00:00",182.88,181
737,173461,"Andrej Kramaric",216354,"1991-06-19 00:00:00",177.8,161
739,104986,"Andres Fernandez",146296,"1986-12-16 00:00:00",182.88,190
740,31045,"Andres Guardado",171897,"1986-09-28 00:00:00",170.18,148
